dataset,missingness_type,missing_rate,imputation_method,tda_method,dimension,wasserstein_distance,bottleneck_distance,l2_distance_landscape,l2_distance_image
concrete_data,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,0.3584852272320897,0.015407999134595507,0.0017720104906153852,17924.66775851676
concrete_data,missing_completely_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,0,13.484179870757682,0.023455560771748492,0.0030160800970850817,124878.28025472873
concrete_data,missing_completely_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,1,2.3518713358458205,0.0160697482465125,0.003562825981567892,140462.24516741943
concrete_data,missing_completely_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,2,0.4708411981596892,0.01485442272180626,0.0020639679040363105,23651.61584442582
concrete_data,missing_completely_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,0,17.290779767973675,0.029784874559146024,0.004045572712406891,231511.33599668092
concrete_data,missing_completely_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,1,2.6689747990076995,0.019342274411587326,0.003916932246439329,66758.77858607368
concrete_data,missing_completely_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,2,0.593080074978603,0.012645423528074462,0.002349279436984213,76664.66713026924
concrete_data,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,0,22.92578647953463,0.034067817959972935,0.002102936077559742,66141.4119968397
concrete_data,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,1,3.4723350806015434,0.023750122787933536,0.004594735601699394,68141.76517237739
concrete_data,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,2,0.712839788847484,0.009941704437632426,0.0013571611450490801,158630.51025478306
concrete_data,missing_completely_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,0,20.544304982323524,0.029778001567746987,0.002293387702828681,109156.12436397192
concrete_data,missing_completely_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,1,2.8563710662063757,0.0184988299393673,0.0038016935693580014,27839.7055568626
concrete_data,missing_completely_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,2,0.7979196495873109,0.011357286633294661,0.0015623213632034475,145660.69802438223
concrete_data,missing_completely_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,0,23.02409404967387,0.029950156595019747,0.0033247634877252605,233542.6369959907
concrete_data,missing_completely_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,1,4.037157429614894,0.019735347422769167,0.00434531024706147,106869.38180194864
concrete_data,missing_completely_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,2,0.8152798681847476,0.008741485381085379,0.001787424677886512,198054.0366524698
concrete_data,missing_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,0,1.249016495806403,0.007063131929865324,0.0,4195.162183709312
concrete_data,missing_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,1,0.6538461530641784,0.018263990972468475,0.0028784386323633592,64687.78175063068
concrete_data,missing_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,2,0.10003344399654501,0.007999834568748032,0.0005368950801681421,12462.308150110885
concrete_data,missing_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,0,2.0736672952367243,0.013413629208207267,3.2814792737791427e-19,6019.417110271234
concrete_data,missing_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,1,0.869754301862205,0.014273376924090864,0.0020313562852746557,69006.21616893857
concrete_data,missing_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,2,0.17754821868894982,0.007760885919928517,0.0006831367080747445,25818.165367446734
concrete_data,missing_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,0,1.6947795063784006,0.014071912187295532,3.2814792737791427e-19,5896.939819768798
concrete_data,missing_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,1,0.8206867665012256,0.018263990972468475,0.00297676284036253,74457.72598172055
concrete_data,missing_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,2,0.1414296065062014,0.007111940047841492,0.0005136237483192928,33668.75991740911
concrete_data,missing_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,0,2.3318555718197485,0.01841816049617058,0.0,6421.859726699247
concrete_data,missing_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,1,0.9567214671183493,0.014273376924090864,0.0018954845403934056,71950.86092683414
concrete_data,missing_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,2,0.16690202814779892,0.006722717040876569,0.0007272927162635306,29892.77222344748
concrete_data,missing_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,0,3.8415655109732243,0.026294817510646204,0.0,10042.217677641762
concrete_data,missing_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,1,1.44664448503152,0.0225855924801541,0.0027043372221557623,69462.58568891688
concrete_data,missing_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,2,0.2330034153597723,0.009226337525051864,0.0011246092557357817,41057.8240920482
concrete_data,missing_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,0,3.2438655136186942,0.021476576749309376,3.2814792737791427e-19,9406.371353988246
concrete_data,missing_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,1,1.2806065255118197,0.0225855924801541,0.003271640692515159,66162.56140452743
concrete_data,missing_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,2,0.24348619526575027,0.009397103841126103,0.0013655109367385568,25895.230071128728
concrete_data,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,0,2.897178446361943,0.021772293202242735,3.2814792737791427e-19,7555.657206525314
concrete_data,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,1,1.06656686707952,0.014273376924090864,0.0017580607676118986,45127.104166332
concrete_data,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,2,0.18979702894241357,0.00834698978770021,0.0011425213865095157,31247.160068275123
concrete_data,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,0,3.8033851571800716,0.025290745443134394,5.5805000672644197e-05,6349.176937810302
concrete_data,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,1,1.5690228928666559,0.0225855924801541,0.0029515068810720083,86607.86928092863
concrete_data,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,0.2744299310969167,0.009323423115261603,0.001278088831944421,48815.38066075907
concrete_data,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,0,3.516670793321431,0.027010805391648865,0.002104386792883629,126834.93879581647
concrete_data,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,1,1.9596353135866742,0.0225855924801541,0.0047059069414063645,209551.5324076231
concrete_data,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,2,0.27027301808752535,0.012066584990841178,0.0014109683958789313,59504.73751989499
concrete_data,missing_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,0,3.0718255675127577,0.025837547654955384,0.002159878954310952,118766.40055835643
concrete_data,missing_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,1,1.7413756911286162,0.0230258252204098,0.0030861548122458294,209496.96120934896
concrete_data,missing_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,2,0.2809941340921595,0.011360543894926883,0.0014685278840609241,51881.68056514725
concrete_data,missing_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,0,4.724033980254836,0.027210045932459626,0.0010640184132097942,19562.861378206035
concrete_data,missing_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,1,1.6951473358560556,0.0225855924801541,0.0028493288776973596,158545.4444028992
concrete_data,missing_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,2,0.29879344111088046,0.01225826665240487,0.001655214557611686,50008.181640777846
concrete_data,missing_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,0,6.043389727508878,0.031387853734259494,0.003199112524957643,129659.63712134752
concrete_data,missing_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,1,2.112642332253939,0.02032463516499594,0.00227269250196079,214048.54492960128
concrete_data,missing_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,2,0.2727713935474118,0.012066584990841178,0.0016061853733209284,78649.0393761527
concrete_data,missing_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,0,10.76878006728249,0.04021447953118065,0.002856486076200171,122016.74252020221
concrete_data,missing_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,1,2.677169145876839,0.024472489708181278,0.003522003551448133,270427.5163984819
concrete_data,missing_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,2,0.3004701861250447,0.012066584990841178,0.0014458613971528545,76910.08739161104
concrete_data,missing_not_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,0,0.5003762895652757,0.003546520013570059,0.0,1300.498627302728
concrete_data,missing_not_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,1,0.46066024356647617,0.015022473712325762,0.0014743273053923936,21889.654080736753
concrete_data,missing_not_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,2,0.12210425207751029,0.005903829047166409,0.0006173890521999779,2290.1637739157163
concrete_data,missing_not_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,0,0.8522063689249062,0.007913926410135885,2.2907807091176077e-05,2422.352535052454
concrete_data,missing_not_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,1,0.7868697440991121,0.015022473712325762,0.0015069510354504849,26352.63119573056
concrete_data,missing_not_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,2,0.20447705383546666,0.009197298783568036,0.0008592986259880796,5075.551086670533
concrete_data,missing_not_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,0,1.061997213506109,0.017063692883576814,0.00022310345473642811,2930.0129714157056
concrete_data,missing_not_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,1,0.9245865787401547,0.015022473712325762,0.0017458280497942946,54057.47977031076
concrete_data,missing_not_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,2,0.23393601572457767,0.008641475594124315,0.0011969399682124284,4569.304005651114
concrete_data,missing_not_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,0,1.8672449314438646,0.01043338723424192,0.0009578370928862504,12035.004496762916
concrete_data,missing_not_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,1,1.294868104689916,0.015022473712325762,0.0019511433866813966,59963.78565125328
concrete_data,missing_not_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,2,0.32309125844612996,0.00995602058234532,0.0013472355870270283,16031.929936613618
concrete_data,missing_not_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,0,1.4654549106372885,0.014087221881483758,0.0008983178929382801,12637.720515749364
concrete_data,missing_not_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,1,1.2914363854029292,0.015022473712325762,0.0021034449223794284,54484.761387691215
concrete_data,missing_not_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,2,0.2700305527751129,0.007199236917652119,0.0009768109951286464,7773.840195059927
concrete_data,missing_not_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,0,1.8953593439166694,0.01043338723424192,0.0004835237241573344,6464.304966087645
concrete_data,missing_not_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,1,1.3407204044822225,0.024352631512383316,0.002925822652505597,105077.3886608058
concrete_data,missing_not_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,2,0.3261764826686959,0.007777573034980251,0.0012951983460613794,18953.57603603257
concrete_data,missing_not_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,0,3.0643862845194865,0.04813970756659855,0.0031196329543376473,41478.45325218468
concrete_data,missing_not_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,1,1.625345008815754,0.01601753044738234,0.0027374777475601985,91479.0664725056
concrete_data,missing_not_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,0.31047784674989337,0.015090345560860002,0.00189997370840814,23051.097837893776
concrete_data,missing_not_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,0,2.516959856977018,0.04924103457934434,0.0023982685933481435,32773.95808939762
concrete_data,missing_not_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,1,1.6533803671418958,0.015527891201398303,0.0025762153061399122,96804.77686502492
concrete_data,missing_not_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,2,0.30552759919213746,0.012168666554265017,0.0014949946590538537,24155.956136573423
concrete_data,missing_not_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,0,4.969357526700995,0.013426974384114693,0.001407196931223709,70376.5015440398
concrete_data,missing_not_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,1,1.73383556038597,0.027049689305206556,0.0034155861115717392,126753.06503286863
concrete_data,missing_not_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,2,0.36156843288421836,0.016418111531303986,0.0021921943942766267,12617.87329171836
concrete_data,missing_not_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,0,7.106123670931025,0.026858690708907174,0.003648119652381264,36689.4154215025
concrete_data,missing_not_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,1,2.0332423637523416,0.018546700959542806,0.0024727938963968288,101660.90573567527
concrete_data,missing_not_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,2,0.3592714848243303,0.017643756422151824,0.0022557775387273154,7239.735567250539
concrete_data,missing_not_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,0,8.321314696762148,0.039059410524086874,0.005305299677027578,64724.945672335554
concrete_data,missing_not_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,1,2.3582086910228393,0.01882962546298117,0.0024720163638475173,103721.43646411547
concrete_data,missing_not_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,2,0.4028655804076289,0.012048480938753575,0.0017015954892133454,7450.613941781351
concrete_data,missing_not_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,0,10.330889948296445,0.02930069983527636,0.003979808995758206,39712.59730069258
concrete_data,missing_not_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,1,2.712065095550881,0.01820442316528781,0.002403009646132151,75965.7582273644
concrete_data,missing_not_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,2,0.52489773578873,0.012108133423446368,0.0016507297620307205,11973.892106424184
concrete_data,missing_not_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,0,13.325041320783384,0.04913936511314604,0.0028519897788115453,54285.41182585291
concrete_data,missing_not_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,1,2.816472802975018,0.02531135030441281,0.003944872704449917,116092.87866665325
concrete_data,missing_not_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,2,0.5511227985203161,0.012443902339604407,0.002026365923180803,40077.5450878723
diabetes,missing_completely_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,0,0.09730550249742924,0.005401719135789088,0.0,25811.35986984973
diabetes,missing_completely_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,1,0.07394421188312696,0.003551287410947186,0.0005339204908181033,3175.329040070001
diabetes,missing_completely_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,2,0.014219321106287828,0.0015457450855615486,0.00031810307646761027,11847.22613740606
diabetes,missing_completely_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,0,0.1331876154576151,0.005401719135789088,0.0,30230.900598668406
diabetes,missing_completely_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,1,0.12143253463253681,0.0033557050524387205,0.0006338735395706603,24262.590580859327
diabetes,missing_completely_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,2,0.03067325560322759,0.001672066293511916,0.0003190098010076016,5145.323726562611
diabetes,missing_completely_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,0,0.2006980728975845,0.005700875609260525,0.0,11883.012663634345
diabetes,missing_completely_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,1,0.1509860461785257,0.0019449566773902319,0.0005673660770198338,10751.100050170895
diabetes,missing_completely_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,2,0.035280274391729774,0.00211403995839788,0.0002484074164425176,6429.657874532779
diabetes,missing_completely_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,0,0.16879619814117067,0.009524268718396928,0.0,9597.75722897866
diabetes,missing_completely_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,1,0.16863220203076135,0.002099937595985365,0.0005181668483870436,8510.556524619133
diabetes,missing_completely_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,2,0.04095181916620753,0.002173407914875747,0.00028869334043122414,10608.594208189425
diabetes,missing_completely_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,0,0.18969537171786513,0.009524268718396928,0.0,15098.554897114296
diabetes,missing_completely_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,1,0.1983338267764452,0.004781078913692456,0.0006267648575067406,10758.716749156936
diabetes,missing_completely_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,2,0.05416792169725017,0.002318502233388038,0.00033066080407570135,10305.632081076048
diabetes,missing_completely_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,0,0.18664189703966966,0.01073973586081764,0.0,22469.935552934716
diabetes,missing_completely_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,1,0.2277877849524261,0.006025884948488831,0.0005627681891883747,30326.97510140931
diabetes,missing_completely_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,2,0.05751030559999974,0.002318502233388038,0.0002409059763227108,11899.020046603628
diabetes,missing_completely_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,0,0.19278400874859603,0.009365911673139445,0.0,16579.399629623407
diabetes,missing_completely_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,1,0.22136278396669054,0.006025884948488831,0.0007570113728158002,17868.950335851627
diabetes,missing_completely_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,2,0.05734931461123652,0.0024487820377699816,0.000324440799684972,21287.36109737042
diabetes,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,0,0.17558454315984984,0.00928378123768029,1.7396862503929576e-19,14579.090858352542
diabetes,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,1,0.24695055423330764,0.0048009202518311395,0.0005552465558304079,4253.506272950563
diabetes,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,0.05948481868187469,0.002318502233388038,0.0003197713804739407,4627.669823880852
diabetes,missing_completely_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,0,0.3700761377343954,0.029289894579073744,0.0029827599821673316,112672.15099232894
diabetes,missing_completely_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,1,0.2877537277453495,0.007571284948187096,0.0007613530127446272,21459.656345095224
diabetes,missing_completely_at_random,15,k_nearest_neighbors_imputation,vietoris_rips,2,0.056315057458595184,0.002318502233388038,0.0002935276883308456,5972.856748335395
diabetes,missing_completely_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,0,0.4280335903641602,0.028426520521150522,0.002894837590276761,126601.8595914837
diabetes,missing_completely_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,1,0.29546316806187384,0.005727163678844953,0.0006490044212816386,39925.0135457506
diabetes,missing_completely_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,2,0.06496681906831198,0.002254909722583978,0.00022202544580587793,7553.384680507232
diabetes,missing_completely_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,0,0.5840702274248313,0.024423630011132624,0.0024872000143187686,114306.35253772889
diabetes,missing_completely_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,1,0.28581103504657734,0.007257753560411133,0.0007759552578478817,50195.59464737085
diabetes,missing_completely_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,2,0.05658710043169488,0.002318502233388038,0.0002696718046411131,3127.2266332357854
diabetes,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,0,0.8051217714310315,0.024351957655529874,0.000666483962771959,75970.57710986743
diabetes,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,1,0.30870674518370406,0.006620012905089859,0.000800197018924512,37965.93575864
diabetes,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,2,0.062363000723506576,0.002991929602569908,0.00032162680358229103,2804.649620206531
diabetes,missing_completely_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,0,1.484857437993273,0.040615973083577034,0.004136160300045375,159024.04428587292
diabetes,missing_completely_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,1,0.3416151775572137,0.009958353764408429,0.0007445627052854622,49655.6621241052
diabetes,missing_completely_at_random,40,k_nearest_neighbors_imputation,vietoris_rips,2,0.07045162884004555,0.0023668560162298305,0.00024698297716646285,23470.487961429448
diabetes,missing_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,0,0.11206025536553024,0.00602444306106012,0.0,2267.140499833183
diabetes,missing_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,1,0.07329652801929327,0.0014162126008835166,0.00012076122920857735,5572.302814012086
diabetes,missing_at_random,1,k_nearest_neighbors_imputation,vietoris_rips,2,0.017515276530194534,0.001030252745804365,0.0001667712701672679,1449.6059534815613
diabetes,missing_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,0,0.16126454765172893,0.00622950758781167,0.0,1766.1147534668378
diabetes,missing_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,1,0.11803616450841903,0.003335432906470731,0.00033471072213455316,13069.147715388413
diabetes,missing_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,2,0.026755953055856374,0.0023116071101199516,0.0002925979292727891,6317.776047273078
diabetes,missing_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,0,0.20007134119551762,0.005561021320672085,0.0,2383.3217847005053
diabetes,missing_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,1,0.1455930425076172,0.005159073219927632,0.0003887018467741564,12582.330091256197
diabetes,missing_at_random,3,k_nearest_neighbors_imputation,vietoris_rips,2,0.0398299934841002,0.0023116071101199516,0.0002671272245435449,9143.479921893793
diabetes,missing_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,0,0.2814763001163087,0.005561021320672085,0.0,2563.392432456235
diabetes,missing_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,1,0.1574701825196825,0.0030068100566741363,0.0002196997786460947,5364.256086341109
diabetes,missing_at_random,4,k_nearest_neighbors_imputation,vietoris_rips,2,0.04147269560423898,0.0023116071101199516,0.00026964916773616047,7693.101856290921
diabetes,missing_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,0,0.42343651159043627,0.008475836321795514,0.0,4115.240564668545
diabetes,missing_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,1,0.21224756806377687,0.0034924821422463795,0.0005322255331985525,45172.31714936867
diabetes,missing_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,2,0.05540184430924226,0.001979931239532988,0.00020658750582981593,26214.276651658234
diabetes,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,0,0.4339115389816776,0.008516371821734973,0.0,51281.74497517014
diabetes,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,1,0.21181642874087936,0.0036441660621478085,0.0005205763940280243,26715.66508397844
diabetes,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,2,0.04722239431465385,0.0023116071101199516,0.00028213635002933624,15519.303397097188
diabetes,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,0,0.35715020052899976,0.005561021320672085,1.3816887491398086e-05,9243.73047624005
diabetes,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,1,0.25450015558287814,0.005588615001739211,0.0005935856405171149,43106.005430687954
diabetes,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,0.05093879893048038,0.0023116071101199516,0.00025571053890965944,33446.79762200458
diabetes,missing_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,0,0.4252374985004514,0.005561021320672085,0.0,19592.69775557418
diabetes,missing_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,1,0.23619478679897152,0.004354436292732196,0.0005211293712980077,29098.774717219432
diabetes,missing_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,2,0.05430894662263598,0.0023116071101199516,0.00024165221684450876,30971.867222885372
diabetes,missing_at_random,20,k_nearest_neighbors_imputation,vietoris_rips,0,1.206124975974583,0.008620477852487207,0.00040025460199129254,59083.849306153614
