dataset,missingness_type,missing_rate,imputation_method,tda_method,dimension,n_seeds,wasserstein_distance,wasserstein_distance_std,wasserstein_distance_median,wasserstein_distance_q1,wasserstein_distance_q3,wasserstein_distance_ci_lower,wasserstein_distance_ci_upper,bottleneck_distance,bottleneck_distance_std,bottleneck_distance_median,bottleneck_distance_q1,bottleneck_distance_q3,bottleneck_distance_ci_lower,bottleneck_distance_ci_upper,l2_distance_landscape,l2_distance_landscape_std,l2_distance_landscape_median,l2_distance_landscape_q1,l2_distance_landscape_q3,l2_distance_landscape_ci_lower,l2_distance_landscape_ci_upper,l2_distance_image,l2_distance_image_std,l2_distance_image_median,l2_distance_image_q1,l2_distance_image_q3,l2_distance_image_ci_lower,l2_distance_image_ci_upper
air_quality_and_pollution,missing_completely_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,0,1,5.333154517436721,0.0,5.333154517436721,5.333154517436721,5.333154517436721,5.333154517436721,5.333154517436721,0.014587949237695321,0.0,0.014587949237695321,0.014587949237695321,0.014587949237695321,0.014587949237695321,0.014587949237695321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235516.21746930142,0.0,235516.21746930142,235516.21746930142,235516.21746930142,235516.21746930142,235516.21746930142
air_quality_and_pollution,missing_completely_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,1,1,3.425764854724754,0.0,3.425764854724754,3.425764854724754,3.425764854724754,3.425764854724754,3.425764854724754,0.008356150042730631,0.0,0.008356150042730631,0.008356150042730631,0.008356150042730631,0.008356150042730631,0.008356150042730631,0.0020722643118314425,0.0,0.0020722643118314425,0.0020722643118314425,0.0020722643118314425,0.0020722643118314425,0.0020722643118314425,532430.0982115034,0.0,532430.0982115034,532430.0982115034,532430.0982115034,532430.0982115034,532430.0982115034
air_quality_and_pollution,missing_completely_at_random,6,k_nearest_neighbors_imputation,vietoris_rips,2,1,2.3321602542643745,0.0,2.3321602542643745,2.3321602542643745,2.3321602542643745,2.3321602542643745,2.3321602542643745,0.005294006476563693,0.0,0.005294006476563693,0.005294006476563693,0.005294006476563693,0.005294006476563693,0.005294006476563693,0.0011701336944194304,0.0,0.0011701336944194304,0.0011701336944194304,0.0011701336944194304,0.0011701336944194304,0.0011701336944194304,858360.8005808732,0.0,858360.8005808732,858360.8005808732,858360.8005808732,858360.8005808732,858360.8005808732
air_quality_and_pollution,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,0,1,10.410258717961092,0.0,10.410258717961092,10.410258717961092,10.410258717961092,10.410258717961092,10.410258717961092,0.014725214638589057,0.0,0.014725214638589057,0.014725214638589057,0.014725214638589057,0.014725214638589057,0.014725214638589057,6.213876169266712e-19,0.0,6.213876169266712e-19,6.213876169266712e-19,6.213876169266712e-19,6.213876169266712e-19,6.213876169266712e-19,224521.67620266965,0.0,224521.67620266965,224521.67620266965,224521.67620266965,224521.67620266965,224521.67620266965
air_quality_and_pollution,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,1,1,4.660261277148573,0.0,4.660261277148573,4.660261277148573,4.660261277148573,4.660261277148573,4.660261277148573,0.008899561012316093,0.0,0.008899561012316093,0.008899561012316093,0.008899561012316093,0.008899561012316093,0.008899561012316093,0.0019521970179432935,0.0,0.0019521970179432935,0.0019521970179432935,0.0019521970179432935,0.0019521970179432935,0.0019521970179432935,868294.4548948719,0.0,868294.4548948719,868294.4548948719,868294.4548948719,868294.4548948719,868294.4548948719
air_quality_and_pollution,missing_completely_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,1,3.0336296618248664,0.0,3.0336296618248664,3.0336296618248664,3.0336296618248664,3.0336296618248664,3.0336296618248664,0.00810095891081408,0.0,0.00810095891081408,0.00810095891081408,0.00810095891081408,0.00810095891081408,0.00810095891081408,0.001282968262522294,0.0,0.001282968262522294,0.001282968262522294,0.001282968262522294,0.001282968262522294,0.001282968262522294,1321420.3062760674,0.0,1321420.3062760674,1321420.3062760674,1321420.3062760674,1321420.3062760674,1321420.3062760674
air_quality_and_pollution,missing_completely_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,0,1,1.356257568506336,0.0,1.356257568506336,1.356257568506336,1.356257568506336,1.356257568506336,1.356257568506336,0.014530067743511538,0.0,0.014530067743511538,0.014530067743511538,0.014530067743511538,0.014530067743511538,0.014530067743511538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175922.535514594,0.0,175922.535514594,175922.535514594,175922.535514594,175922.535514594,175922.535514594
air_quality_and_pollution,missing_completely_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,1,1,1.7913024451658845,0.0,1.7913024451658845,1.7913024451658845,1.7913024451658845,1.7913024451658845,1.7913024451658845,0.004972532907894983,0.0,0.004972532907894983,0.004972532907894983,0.004972532907894983,0.004972532907894983,0.004972532907894983,0.0013256873039669411,0.0,0.0013256873039669411,0.0013256873039669411,0.0013256873039669411,0.0013256873039669411,0.0013256873039669411,336968.27741296834,0.0,336968.27741296834,336968.27741296834,336968.27741296834,336968.27741296834,336968.27741296834
air_quality_and_pollution,missing_completely_at_random,2,k_nearest_neighbors_imputation,vietoris_rips,2,1,1.5996297065271994,0.0,1.5996297065271994,1.5996297065271994,1.5996297065271994,1.5996297065271994,1.5996297065271994,0.004913676304305947,0.0,0.004913676304305947,0.004913676304305947,0.004913676304305947,0.004913676304305947,0.004913676304305947,0.001153269948362794,0.0,0.001153269948362794,0.001153269948362794,0.001153269948362794,0.001153269948362794,0.001153269948362794,428202.28733721894,0.0,428202.28733721894,428202.28733721894,428202.28733721894,428202.28733721894,428202.28733721894
air_quality_and_pollution,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,0,1,55.57087977800661,0.0,55.57087977800661,55.57087977800661,55.57087977800661,55.57087977800661,55.57087977800661,0.06434070639401882,0.0,0.06434070639401882,0.06434070639401882,0.06434070639401882,0.06434070639401882,0.06434070639401882,0.005189603229817497,0.0,0.005189603229817497,0.005189603229817497,0.005189603229817497,0.005189603229817497,0.005189603229817497,760524.0957352251,0.0,760524.0957352251,760524.0957352251,760524.0957352251,760524.0957352251,760524.0957352251
air_quality_and_pollution,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,1,1,13.555652772597309,0.0,13.555652772597309,13.555652772597309,13.555652772597309,13.555652772597309,13.555652772597309,0.014491319646055267,0.0,0.014491319646055267,0.014491319646055267,0.014491319646055267,0.014491319646055267,0.014491319646055267,0.0028896510324799675,0.0,0.0028896510324799675,0.0028896510324799675,0.0028896510324799675,0.0028896510324799675,0.0028896510324799675,3088075.8203911707,0.0,3088075.8203911707,3088075.8203911707,3088075.8203911707,3088075.8203911707,3088075.8203911707
air_quality_and_pollution,missing_completely_at_random,30,k_nearest_neighbors_imputation,vietoris_rips,2,1,6.806111470082506,0.0,6.806111470082506,6.806111470082506,6.806111470082506,6.806111470082506,6.806111470082506,0.00786660761708424,0.0,0.00786660761708424,0.00786660761708424,0.00786660761708424,0.00786660761708424,0.00786660761708424,0.0013418272884581511,0.0,0.0013418272884581511,0.0013418272884581511,0.0013418272884581511,0.0013418272884581511,0.0013418272884581511,4545326.496471659,0.0,4545326.496471659,4545326.496471659,4545326.496471659,4545326.496471659,4545326.496471659
air_quality_and_pollution,missing_completely_at_random,8,k_nearest_neighbors_imputation,vietoris_rips,0,1,7.8084180860654495,0.0,7.8084180860654495,7.8084180860654495,7.8084180860654495,7.8084180860654495,7.8084180860654495,0.014846815781985545,0.0,0.014846815781985545,0.014846815781985545,0.014846815781985545,0.014846815781985545,0.014846815781985545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213347.38620884015,0.0,213347.38620884015,213347.38620884015,213347.38620884015,213347.38620884015,213347.38620884015
