dataset,missingness_type,missing_rate,imputation_method,tda_method,dimension,wasserstein_distance,bottleneck_distance
torus,missing_at_random,10,k_nearest_neighbors_imputation,distance_to_a_measure,2,0.4617434439194774,0.020147255816948595
torus,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,0,1.4320921894904262,0.00836832949823027
torus,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,1,1.24462871824288,0.05148224391971942
torus,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,2,0.7597406902630035,0.037726603703185035
torus,missing_at_random,25,k_nearest_neighbors_imputation,distance_to_a_measure,0,0.8908884547943544,0.01629781381291001
torus,missing_at_random,25,k_nearest_neighbors_imputation,distance_to_a_measure,1,0.6782047963900285,0.054626771872397284
torus,missing_at_random,25,k_nearest_neighbors_imputation,distance_to_a_measure,2,0.547039900672573,0.028893649966270335
torus,missing_at_random,25,k_nearest_neighbors_imputation,kernel_distance,0,1.963890368610753,0.010406161818973636
torus,missing_at_random,25,k_nearest_neighbors_imputation,kernel_distance,1,1.327673989970496,0.030506818565173288
torus,missing_at_random,25,k_nearest_neighbors_imputation,kernel_distance,2,0.13270694224120755,0.019944044514181525
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,0,0.6304934343068848,0.03441448832721203
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,1,0.5298149598351238,0.018960487445509974
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,vietoris_rips,2,0.14521620443509636,0.0053917227413219915
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,kernel_distance,0,1.0048225832358544,0.0469674526963923
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,kernel_distance,1,0.7758507270390321,0.028326081830347044
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,kernel_distance,2,0.20409545858520475,0.007290714154247091
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,distance_to_a_measure,0,0.7460797870564541,0.02189048684501521
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,distance_to_a_measure,1,0.10319501032016302,0.0050659543399415585
on_and_on,missing_at_random,5,k_nearest_neighbors_imputation,distance_to_a_measure,2,0.008775620561255092,0.0012571089058253382
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,kernel_distance,0,3.091994254421472,0.06792708724407573
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,kernel_distance,1,1.5172073176351328,0.02284314979512389
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,kernel_distance,2,0.45492528145613526,0.010245709757942034
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,0,1.9368773527038665,0.048993963807253876
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,1,1.0187332547236623,0.018512032596612535
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,vietoris_rips,2,0.3181120840586861,0.0072669018523066065
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,distance_to_a_measure,0,1.165062610048311,0.022245181517845714
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,distance_to_a_measure,1,0.1683871938311319,0.006362412739081114
on_and_on,missing_at_random,10,k_nearest_neighbors_imputation,distance_to_a_measure,2,0.03865490275630341,0.0028617968658079668
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,0,8.830819984757245,0.05966222902674448
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,1,2.4749259516193383,0.024272370016076655
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,vietoris_rips,2,0.737575103227691,0.010460960274099013
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,kernel_distance,0,14.2075276761776,0.08180024908326908
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,kernel_distance,1,3.750573143776861,0.033851609936186466
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,kernel_distance,2,1.068940677989327,0.01483307466493125
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,distance_to_a_measure,0,2.162746290148081,0.022600889220435794
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,distance_to_a_measure,1,0.3312525000596494,0.01951180753313339
on_and_on,missing_at_random,25,k_nearest_neighbors_imputation,distance_to_a_measure,2,0.06816001401709068,0.00312949303108756
